uniprot	swissprot	drug_name	act_value	act_type	action_type	source_name	reference	smiles	ChEMBL_Id
P21917	DRD4_HUMAN	tandospirone	8.14	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL274047	[H][C@]12CC[C@]([H])(C1)[C@]1([H])C(=O)N(CCCCN3CCN(CC3)C3=NC=CC=N3)C(=O)[C@]21[H]	CHEMBL274047
P08311	CATG_HUMAN	bortezomib	6.2	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL325041	CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O	CHEMBL325041
P17538	CTRB1_HUMAN	bortezomib	6.49	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL325041	CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O	CHEMBL325041
Q00653	NFKB2_HUMAN	bortezomib	8.01	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL325041	CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O	CHEMBL325041
Q04206	TF65_HUMAN	bortezomib	8.01	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL325041	CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O	CHEMBL325041
P21917	DRD4_HUMAN	nemonapride	9.68	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL20734	CNC1=CC(OC)=C(C=C1Cl)C(=O)N[C@@H]1CCN(CC2=CC=CC=C2)[C@@H]1C	CHEMBL20734
Q9HCR9	PDE11_HUMAN	tadalafil	7.48	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL779	[H][C@]12CC3=C(NC4=C3C=CC=C4)[C@]([H])(N1C(=O)CN(C)C2=O)C1=CC=C2OCOC2=C1	CHEMBL779
O14976	GAK_HUMAN	erlotinib	8.51	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL553	COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC=CC(=C1)C#C)=NC=N2	CHEMBL553
O94804	STK10_HUMAN	erlotinib	7.72	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL553	COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC=CC(=C1)C#C)=NC=N2	CHEMBL553
Q56UN5	M3K19_HUMAN	erlotinib	7.6	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL553	COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC=CC(=C1)C#C)=NC=N2	CHEMBL553
Q9H2G2	SLK_HUMAN	erlotinib	7.59	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL553	COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC=CC(=C1)C#C)=NC=N2	CHEMBL553
Q02880	TOP2B_HUMAN	amsacrine	6.14	EC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL43	COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1	CHEMBL43
P0DMS8	AA3R_HUMAN	ketanserin	8.57	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL51	FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1	CHEMBL51
P21917	DRD4_HUMAN	ketanserin	8.46	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL51	FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=CC=CC=C3C2=O)CC1	CHEMBL51
P21917	DRD4_HUMAN	spiperone	9.7	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL267930	FC1=CC=C(C=C1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1	CHEMBL267930
P49674	KC1E_HUMAN	sunitinib	7.89	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
O75914	PAK3_HUMAN	sunitinib	7.8	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
O14976	GAK_HUMAN	sunitinib	7.7	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
P48730	KC1D_HUMAN	sunitinib	7.82	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
Q9H2X6	HIPK2_HUMAN	sunitinib	7.51	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
O43172	PRP4_HUMAN	sunitinib	6.41	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
Q92918	M4K1_HUMAN	sunitinib	7.8	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
P49760	CLK2_HUMAN	sunitinib	7.7	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
Q86YV6	MYLK4_HUMAN	sunitinib	7.82	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
P49759	CLK1_HUMAN	sunitinib	7.66	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
O94804	STK10_HUMAN	sunitinib	7.72	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
Q2M2I8	AAK1_HUMAN	sunitinib	7.96	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
O75582	KS6A5_HUMAN	sunitinib	7.77	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
P15735	PHKG2_HUMAN	sunitinib	8.23	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
Q15746	MYLK_HUMAN	sunitinib	7.64	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
Q8N4C8	MINK1_HUMAN	sunitinib	7.54	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
Q9NSY1	BMP2K_HUMAN	sunitinib	8.26	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
Q9UEE5	ST17A_HUMAN	sunitinib	9.0	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
Q9UKE5	TNIK_HUMAN	sunitinib	7.6	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
Q9HAZ1	CLK4_HUMAN	sunitinib	7.54	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
P51617	IRAK1_HUMAN	sunitinib	7.85	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
Q13043	STK4_HUMAN	sunitinib	7.72	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
Q15349	KS6A2_HUMAN	sunitinib	7.77	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
Q8IYT8	ULK2_HUMAN	sunitinib	7.89	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
Q16816	PHKG1_HUMAN	sunitinib	8.26	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
O43293	DAPK3_HUMAN	sunitinib	7.66	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
Q56UN5	M3K19_HUMAN	sunitinib	7.77	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
P30530	UFO_HUMAN	sunitinib	8.05	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
P80370	DLK1_HUMAN	sunitinib	7.0	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
Q32MK0	MYLK3_HUMAN	sunitinib	7.64	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
O75385	ULK1_HUMAN	sunitinib	7.64	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
Q9BYT3	STK33_HUMAN	sunitinib	7.77	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
O96017	CHK2_HUMAN	sunitinib	8.15	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
Q12866	MERTK_HUMAN	sunitinib	7.59	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL535	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	CHEMBL535
P04156	PRIO_HUMAN	mepacrine	6.52	EC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL7568	CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=CC(Cl)=CC=C12	CHEMBL7568
O00519	FAAH1_HUMAN	amperozide	6.34	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1079935	CCNC(=O)N1CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1	CHEMBL1079935
Q96FL8	S47A1_HUMAN	nifekalant	6.19	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL360861	CN1C(=O)C=C(NCCN(CCO)CCCC2=CC=C(C=C2)[N+]([O-])=O)N(C)C1=O	CHEMBL360861
Q15125	EBP_HUMAN	clomifene	9.0	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2355051	CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1	CHEMBL2355051
Q9BY08	EBPL_HUMAN	trifluoperazine	8.41	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL422	CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1	CHEMBL422
Q15125	EBP_HUMAN	trifluoperazine	8.1	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL422	CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1	CHEMBL422
Q15125	EBP_HUMAN	trifluperidol	6.78	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL15023	OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC(=CC=C1)C(F)(F)F	CHEMBL15023
P68363	TBA1B_HUMAN	podophyllotoxin	6.0	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL61	[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@H]2O	CHEMBL61
P68366	TBA4A_HUMAN	podophyllotoxin	6.0	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL61	[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@H]2O	CHEMBL61
Q13748	TBA3C_HUMAN	podophyllotoxin	6.0	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL61	[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@H]2O	CHEMBL61
Q6PEY2	TBA3E_HUMAN	podophyllotoxin	6.0	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL61	[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@H]2O	CHEMBL61
Q71U36	TBA1A_HUMAN	podophyllotoxin	6.0	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL61	[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@H]2O	CHEMBL61
Q9BQE3	TBA1C_HUMAN	podophyllotoxin	6.0	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL61	[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@H]2O	CHEMBL61
Q16850	CP51A_HUMAN	miconazole	6.7	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL91	ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1	CHEMBL91
Q9Y5Y4	PD2R2_HUMAN	ramatroban	8.37	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL361812	OC(=O)CCN1C2=C(C[C@@H](CC2)NS(=O)(=O)C2=CC=C(F)C=C2)C2=CC=CC=C12	CHEMBL361812
P02774	VTDB_HUMAN	calcitriol	7.62	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL846	[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)CCCC(C)(C)O	CHEMBL846
Q16665	HIF1A_HUMAN	topotecan	7.22	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL84	CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(CN(C)C)C(O)=CC=C4N=C13)C2=O	CHEMBL84
P50052	AGTR2_HUMAN	losartan	8.43	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL995	CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1	CHEMBL995
P33527	MRP1_HUMAN	benzbromarone	6.72	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL388590	CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=CC=C2	CHEMBL388590
Q04828	AK1C1_HUMAN	benzbromarone	7.32	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL388590	CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=CC=C2	CHEMBL388590
P14410	SUIS_HUMAN	acarbose	6.609065055847168	Ki		SCIENTIFIC LITERATURE	http://www.ncbi.nlm.nih.gov/pubmed/21669536	[H][C@]1(N[C@@H]2[C@@H](C)O[C@H](O[C@]3([H])[C@@H](CO)O[C@H](O[C@]4([H])[C@@H](CO)OC(O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)C=C(CO)[C@@H](O)[C@H](O)[C@H]1O	CHEMBL404271
Q02156	KPCE_HUMAN	ingenol mebutate	8.95860767364502	EC50		SCIENTIFIC LITERATURE	http://www.ncbi.nlm.nih.gov/pubmed/15126366	[H][C@@]12C[C@@]([H])(C)[C@]34C=C(C)[C@]([H])(OC(=O)C(\C)=C/C)[C@@]3(O)[C@]([H])(O)C(CO)=C[C@]([H])(C4=O)[C@]1([H])C2(C)C	CHEMBL1863513
Q15139	KPCD1_HUMAN	ingenol mebutate	7.522878646850586	EC50		SCIENTIFIC LITERATURE	http://www.ncbi.nlm.nih.gov/pubmed/15126366	[H][C@@]12C[C@@]([H])(C)[C@]34C=C(C)[C@]([H])(OC(=O)C(\C)=C/C)[C@@]3(O)[C@]([H])(O)C(CO)=C[C@]([H])(C4=O)[C@]1([H])C2(C)C	CHEMBL1863513
P21917	DRD4_HUMAN	haloperidol	9.42021656036377	Kd	INVERSE AGONIST	SCIENTIFIC LITERATURE	http://www.ncbi.nlm.nih.gov/pubmed/12388666	OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1	CHEMBL54
P51801	CLCKB_HUMAN	niflumic acid	5.0	EC50	ACTIVATOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2439	OC(=O)C1=C(NC2=CC(=CC=C2)C(F)(F)F)N=CC=C1	CHEMBL63323
P36544	ACHA7_HUMAN	ivermectin	5.1	EC50	ALLOSTERIC MODULATOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2373		CHEMBL1200633
Q14973	NTCP_HUMAN	ciclosporin	6.0	IC50	INHIBITOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=1024	[H][C@]1(NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](CC)NC(=O)[C@]([H])([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@]([H])(C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C1=O)C(C)C	CHEMBL160
Q9UL62	TRPC5_HUMAN	progesterone	5.3	IC50	BLOCKER	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2377	[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	CHEMBL103
P23416	GLRA2_HUMAN	picrotoxin	5.6	IC50	BLOCKER	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4051		CHEMBL1908342
Q9UHC3	ASIC3_HUMAN	nafamostat	5.6	IC50	BLOCKER	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4262	NC(=N)NC1=CC=C(C=C1)C(=O)OC1=CC=C2C=C(C=CC2=C1)C(N)=N	CHEMBL273264
Q9H2S1	KCNN2_HUMAN	tubocurarine	5.7	IC50	BLOCKER	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2294	[H][C@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC=C(O)C(OC6=CC1=C(CCN2C)C=C6OC)=C5)=CC(OC)=C4O)C=C3	CHEMBL339427
P10619	PPGB_HUMAN	boceprevir	6.0	IC50	INHIBITOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7876	CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C	CHEMBL218394
Q9NPD5	SO1B3_HUMAN	sildenafil	6.1	IC50	INHIBITOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4743	CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1	CHEMBL192
Q9NPD5	SO1B3_HUMAN	ciclosporin	6.1	IC50	INHIBITOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=1024	[H][C@]1(NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](CC)NC(=O)[C@]([H])([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@]([H])(C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C1=O)C(C)C	CHEMBL160
P48050	KCNJ4_HUMAN	tenidap	6.4	EC50	ACTIVATOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2395	NC(=O)N1C(=O)\C(=C(/O)C2=CC=CS2)C2=C1C=CC(Cl)=C2	CHEMBL1908355
Q92952	KCNN1_HUMAN	dequalinium	6.4	IC50	BLOCKER	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2313	CC1=[N+](CCCCCCCCCC[N+]2=C(C)C=C(N)C3=CC=CC=C23)C2=CC=CC=C2C(N)=C1	CHEMBL333826
Q92753	RORB_HUMAN	tretinoin	9.82	IC50	ANTAGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2644	C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O	CHEMBL38
P46663	BKRB1_HUMAN	icatibant	7.0	Ki	ANTAGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=667	[H]N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N1C[C@]([H])(O)C[C@@]1([H])C(=O)NCC(=O)N[C@@H](CC1=CC=CS1)C(=O)N[C@@H](CO)C(=O)N1CC2=C(C[C@@H]1C(=O)N1[C@@H](C[C@]3([H])CCCC[C@]13[H])C(=O)N[C@@H](CCCNC(N)=N)C(O)=O)C=CC=C2	CHEMBL2028850
P10619	PPGB_HUMAN	telaprevir	7.0	IC50	INHIBITOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7871	[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=CN=CC=N1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1	CHEMBL231813
Q96FL8	S47A1_HUMAN	pyrimethamine	7.1	Ki	INHIBITOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4800	CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1	CHEMBL36
Q13304	GPR17_HUMAN	adenosine triphosphate	7.43	EC50	AGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=1713	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O	CHEMBL14249
